Final particle positions and velocities
Particle Collisions: 86 Wall collisions: 124
Particle 2360: 16398.50527112 1412.07374765 -4327.23858881 -634.43966820
Particle Collisions: 94 Wall collisions: 118
Particle 2361: 8903.30119946 787.90352859 -1518.68599943 3993.23204591
Particle Collisions: 78 Wall collisions: 115
Particle 2362: 18485.19595548 9892.27880626 3100.45316863 3135.56459598
Particle Collisions: 100 Wall collisions: 112
Particle 2363: 18018.08040959 13873.02912784 -4446.05726787 3527.39985601
Particle Collisions: 97 Wall collisions: 114
Particle 2364: 19245.84657678 12448.50664117 -1063.85004899 -3485.26230226
Particle Collisions: 92 Wall collisions: 116
Particle 2365: 11290.94966261 11307.03635564 2175.68656217 2353.52443196
Particle Collisions: 101 Wall collisions: 116
Particle 2366: 6542.88115054 12179.71593541 2892.61687428 -3356.68043141
Particle Collisions: 75 Wall collisions: 121
Particle 2367: 13236.05899063 1359.11013356 4411.68633021 -2387.67341583
Particle Collisions: 95 Wall collisions: 121
Particle 2368: 4779.20424818 3236.48712574 4778.20424818 2754.82292713
Particle Collisions: 88 Wall collisions: 122
Particle 2369: 17555.90256809 1.00000000 -3070.42899282 -4911.37006673
Particle Collisions: 68 Wall collisions: 125
Particle 2370: 19379.89085352 11489.25236683 3672.86987208 1748.14101588
Particle Collisions: 89 Wall collisions: 119
Particle 2371: 14890.20475315 4259.49275548 -2978.72281393 -3358.74630571
Particle Collisions: 77 Wall collisions: 133
Particle 2372: 11510.05848166 2795.26561477 -3077.35798663 1531.44826290
Particle Collisions: 88 Wall collisions: 107
Particle 2373: 12229.51136482 16391.11483056 -4253.60590550 2462.22972611
Particle Collisions: 87 Wall collisions: 117
Particle 2374: 14134.94863080 19934.17952084 4769.21250962 -1110.33815664
Particle Collisions: 75 Wall collisions: 115
Particle 2375: 17367.56203666 18299.98009899 3007.51190823 -2283.96763120
Particle Collisions: 98 Wall collisions: 110
Particle 2376: 6643.27971659 12582.51113602 -4553.61123224 -1731.85963954
Particle Collisions: 107 Wall collisions: 104
Particle 2377: 5404.64212712 9503.67587869 1975.96686053 4774.89305078
Particle Collisions: 103 Wall collisions: 109
Particle 2378: 3084.94423013 11631.42410828 -2052.14346418 -2225.71590316
Particle Collisions: 102 Wall collisions: 108
Particle 2379: 2959.81211558 15681.41122648 -2687.50022965 2684.27005678
Particle Collisions: 87 Wall collisions: 118
Particle 2380: 17224.01228638 11049.57421692 -2880.52541644 1293.41370341
Particle Collisions: 86 Wall collisions: 112
Particle 2381: 15549.21544550 18890.89539383 2830.35895509 2103.88732772
Particle Collisions: 85 Wall collisions: 123
Particle 2382: 18803.13362404 418.51549086 1751.55148619 -2995.28542812
Particle Collisions: 96 Wall collisions: 113
Particle 2383: 14638.63028431 16855.97371241 -980.44600086 -2985.49981920
Particle Collisions: 78 Wall collisions: 112
Particle 2384: 3139.70069617 16643.09515209 2304.45724716 1041.43987278
Particle Collisions: 109 Wall collisions: 121
Particle 2385: 2393.84969162 13586.84720663 -1571.43559194 -1898.89705597
Particle Collisions: 95 Wall collisions: 93
Particle 2386: 413.90164432 2256.54800793 -1650.65909333 -2072.62377603
Particle Collisions: 79 Wall collisions: 115
Particle 2387: 16428.96548024 17569.82883908 -3570.03451976 2964.83505820
Particle Collisions: 86 Wall collisions: 117
Particle 2388: 9355.57687251 12963.80253413 -4187.46082892 -1518.21784762
Particle Collisions: 79 Wall collisions: 125
Particle 2389: 1435.40563639 14862.51789431 -3827.94478379 -4525.82199666
Particle Collisions: 109 Wall collisions: 113
Particle 2390: 18163.01019468 19142.78481983 -4823.37944870 2650.42715575
Particle Collisions: 84 Wall collisions: 124
Particle 2391: 14687.98456483 9821.89102729 2028.85656823 -4593.58329927
Particle Collisions: 84 Wall collisions: 117
Particle 2392: 10673.43671610 263.77048898 3847.50484913 -4205.12027527
Particle Collisions: 88 Wall collisions: 113
Particle 2393: 7332.92762956 1267.66409319 -2967.15010912 -2544.41831235
Particle Collisions: 94 Wall collisions: 113
Particle 2394: 6828.87283062 16224.57888311 -4072.46530446 -172.44166450
Particle Collisions: 98 Wall collisions: 110
Particle 2395: 8198.31102560 2135.27380027 1505.67641674 -1161.15875440
Particle Collisions: 88 Wall collisions: 114
Particle 2396: 157.00877017 9325.09441858 -3384.20090216 -4351.48109640
Particle Collisions: 95 Wall collisions: 113
Particle 2397: 8118.17391856 6501.43381515 -2352.63439938 3848.25306753
Particle Collisions: 78 Wall collisions: 120
Particle 2398: 18244.25918580 17327.46288307 2033.89543631 -944.10927485
Particle Collisions: 90 Wall collisions: 107
Particle 2399: 3352.59129237 4793.84587698 -2464.40927181 -2838.53874559
Particle Collisions: 105 Wall collisions: 107
Particle 2400: 19689.65032088 286.89865157 4982.24901278 -981.68976824
Particle Collisions: 104 Wall collisions: 103
Particle 2401: 6227.85933290 18136.60629282 -1113.78379549 -3588.83866387
Particle Collisions: 85 Wall collisions: 135
Particle 2402: 11881.92826211 9187.30829571 2260.28913783 2956.13150864
Particle Collisions: 99 Wall collisions: 94
Particle 2403: 9904.00443220 11426.34501197 -894.44268774 1886.71883278
Particle Collisions: 101 Wall collisions: 101
Particle 2404: 6554.57998892 5902.25881411 -959.34532799 -4527.97711950
Particle Collisions: 90 Wall collisions: 105
Particle 2405: 8099.08702170 13407.69479190 3989.32372244 1509.69430382
Particle Collisions: 70 Wall collisions: 121
Particle 2406: 18155.47584552 9056.87179880 1619.76471965 -616.96998580
Particle Collisions: 95 Wall collisions: 106
Particle 2407: 4431.92301373 15605.03997598 -1649.29836246 -1226.92586062
Particle Collisions: 83 Wall collisions: 115
Particle 2408: 16878.55227911 15272.28076000 3427.25861876 -3249.03358466
Particle Collisions: 95 Wall collisions: 108
Particle 2409: 3976.03188658 17171.07736989 4467.05574678 -2442.00235868
Particle Collisions: 82 Wall collisions: 125
Particle 2410: 19644.22841021 17621.28202058 3332.98304492 2229.59040437
Particle Collisions: 73 Wall collisions: 115
Particle 2411: 8923.22529650 19488.96187647 -398.60782785 -3296.00519241
Particle Collisions: 95 Wall collisions: 125
Particle 2412: 522.40357001 12209.45200243 -2569.52989434 1624.52388572
Particle Collisions: 90 Wall collisions: 134
Particle 2413: 18216.27285978 11016.44815556 4788.02389620 723.26032770
Particle Collisions: 90 Wall collisions: 109
Particle 2414: 18977.51229536 2734.85695679 1477.96281869 3286.50594595
Particle Collisions: 83 Wall collisions: 114
Particle 2415: 18940.79789566 1.00000000 -3630.22259713 -4893.35895695
Particle Collisions: 101 Wall collisions: 114
Particle 2416: 11210.94844664 9982.45226700 3410.05661802 4056.38611125
Particle Collisions: 104 Wall collisions: 108
Particle 2417: 6034.03480870 6771.33009627 -2682.09158858 -2553.48170963
Particle Collisions: 82 Wall collisions: 115
Particle 2418: 14406.21091680 8069.53323154 -3228.28836967 3967.41760299
Particle Collisions: 92 Wall collisions: 131
Particle 2419: 9203.74728053 2610.16706072 4269.80917840 -3086.11785642
Particle Collisions: 85 Wall collisions: 103
Particle 2420: 10024.57857650 2001.23308927 -2413.84798236 4757.46350494
Particle Collisions: 101 Wall collisions: 94
Particle 2421: 15478.24270811 18984.24018504 1753.87227374 1154.09127732
Particle Collisions: 81 Wall collisions: 114
Particle 2422: 6734.57980308 2062.79807502 -2371.85985621 -2895.13110828
Particle Collisions: 106 Wall collisions: 109
Particle 2423: 14588.87127035 14968.91509586 -1344.44095787 3065.74726170
Particle Collisions: 73 Wall collisions: 121
Particle 2424: 8165.29820735 9095.24977327 2981.17223383 -1097.57456395
Particle Collisions: 105 Wall collisions: 111
Particle 2425: 6348.55413992 6622.53299122 -3002.06749440 -1058.06474112
Particle Collisions: 89 Wall collisions: 120
Particle 2426: 14142.63978398 14514.58370137 -1666.71820358 -1803.50407294
Particle Collisions: 95 Wall collisions: 128
Particle 2427: 4673.34548484 16024.94600587 -2594.85337334 3300.82795732
Particle Collisions: 101 Wall collisions: 111
Particle 2428: 11564.59298883 17540.42047684 3945.19912360 -4690.71219999
Particle Collisions: 103 Wall collisions: 110
Particle 2429: 18329.56158788 2091.09597662 -3127.52212701 1609.48570385
Particle Collisions: 96 Wall collisions: 122
Particle 2430: 15582.84637207 19620.88973558 4790.60009873 -4090.39058663
Particle Collisions: 84 Wall collisions: 120
Particle 2431: 5453.94800495 19701.91049618 -2232.63266116 -3743.33433572
Particle Collisions: 89 Wall collisions: 125
Particle 2432: 15858.01997517 13585.12170819 -1041.29177424 -2017.98422644
Particle Collisions: 80 Wall collisions: 122
Particle 2433: 16588.09953932 11795.28859961 4504.31306626 -241.00170714
Particle Collisions: 63 Wall collisions: 134
Particle 2434: 16287.91544406 15554.99799579 3501.49841154 1749.20724702
Particle Collisions: 80 Wall collisions: 112
Particle 2435: 16582.17002354 157.86536547 5193.01885355 3957.09002016
Particle Collisions: 88 Wall collisions: 122
Particle 2436: 13345.82369982 18546.67494816 -1365.16148250 1028.12553578
Particle Collisions: 97 Wall collisions: 102
Particle 2437: 8778.28577772 1765.62073655 -1839.20559650 5030.14071596
Particle Collisions: 88 Wall collisions: 122
Particle 2438: 15659.38581324 2283.83654606 -4127.94175916 615.54472320
Particle Collisions: 70 Wall collisions: 132
Particle 2439: 1383.06929235 6793.61773851 1312.89683442 2325.12423514
Particle Collisions: 80 Wall collisions: 127
Particle 2440: 19160.84682956 19053.90982378 -3597.82714897 -1217.38578593
Particle Collisions: 88 Wall collisions: 111
Particle 2441: 706.22095888 9240.72924935 -4662.62840666 -4827.41350695
Particle Collisions: 79 Wall collisions: 131
Particle 2442: 16578.79727375 4333.13454866 -1088.13404438 -3879.09521937
Particle Collisions: 100 Wall collisions: 111
Particle 2443: 15413.19209028 15556.36504440 -1677.30439185 5209.35439425
Particle Collisions: 94 Wall collisions: 98
Particle 2444: 8534.21300578 11200.22545655 2818.69357962 617.65607709
Particle Collisions: 74 Wall collisions: 119
Particle 2445: 17828.27491591 17867.29121439 3323.04243726 1525.12435298
Particle Collisions: 104 Wall collisions: 104
Particle 2446: 12121.22121282 11616.20209277 2469.80336054 -1205.27444768
Particle Collisions: 92 Wall collisions: 110
Particle 2447: 14214.74508372 9174.68280511 -991.52441084 1037.56305506
Particle Collisions: 98 Wall collisions: 121
Particle 2448: 12471.30239951 1107.49876926 -1085.20883675 -2421.58413079
Particle Collisions: 74 Wall collisions: 102
Particle 2449: 6969.08050139 6205.90383774 -3738.43182532 -3471.46573851
Particle Collisions: 65 Wall collisions: 125
Particle 2450: 1501.05728817 17723.10149922 -1951.39057570 1543.89642132
Particle Collisions: 87 Wall collisions: 120
Particle 2451: 11158.38323207 18953.13529699 -1204.68421208 3032.64207216
Particle Collisions: 84 Wall collisions: 110
Particle 2452: 15653.89355373 19677.38438610 3344.46986280 349.33176523
Particle Collisions: 84 Wall collisions: 112
Particle 2453: 1610.35924086 18727.68175433 -1551.58105035 4719.02430609
Particle Collisions: 90 Wall collisions: 122
Particle 2454: 110.99280807 4949.95718805 2558.71319740 222.75804355
Particle Collisions: 78 Wall collisions: 118
Particle 2455: 7641.84050619 5262.39869679 3923.62756467 -2947.32026064
Particle Collisions: 104 Wall collisions: 117
Particle 2456: 4494.91150925 18340.29872843 2283.26031445 3011.78667422
Particle Collisions: 94 Wall collisions: 117
Particle 2457: 10280.12942060 15513.62710254 -1963.53995686 -2886.65863247
Particle Collisions: 85 Wall collisions: 109
Particle 2458: 6524.73240909 3512.26743241 1718.87119720 -2362.49483122
Particle Collisions: 92 Wall collisions: 109
Particle 2459: 12482.14160726 18494.69828511 1099.58764891 2463.23073844
Particle Collisions: 80 Wall collisions: 108
Particle 2460: 15702.01775806 4793.21679929 -2727.19866534 4792.21679929
Particle Collisions: 81 Wall collisions: 109
Particle 2461: 1.00000000 19805.88721181 -4878.27034008 -1998.58948416
Particle Collisions: 97 Wall collisions: 111
Particle 2462: 184.36813468 15916.19642847 -3261.13379819 4325.57245684
Particle Collisions: 83 Wall collisions: 119
Particle 2463: 11730.58797141 4536.91958678 -4877.13131734 -3752.32731726
Particle Collisions: 80 Wall collisions: 127
Particle 2464: 17249.88833513 17701.68029325 -5201.05637025 2453.86818955
Particle Collisions: 85 Wall collisions: 109
Particle 2465: 14294.49810378 15278.65664767 2681.89928843 -4713.11412819
Particle Collisions: 91 Wall collisions: 111
Particle 2466: 7637.19578405 13558.75476913 1527.23915681 -4539.64654280
Particle Collisions: 89 Wall collisions: 125
Particle 2467: 19970.50154054 12423.28432058 4881.13718498 3722.14536755
Particle Collisions: 90 Wall collisions: 125
Particle 2468: 5088.02732778 13557.05501539 -2762.88377473 3602.26555293
Particle Collisions: 80 Wall collisions: 111
Particle 2469: 2129.33439509 6061.35171962 2014.80202390 -916.31171459
Particle Collisions: 91 Wall collisions: 118
Particle 2470: 15045.62881534 9332.22649909 -3404.98983449 -2861.74145542
Particle Collisions: 108 Wall collisions: 115
Particle 2471: 10306.90431827 12499.61868920 -2699.09960743 4733.03617257
Particle Collisions: 78 Wall collisions: 112
Particle 2472: 17009.82047323 8779.87347001 -3027.43673468 2669.34408821
Particle Collisions: 93 Wall collisions: 131
Particle 2473: 2874.26093901 17113.80086722 1768.47430644 2444.68583817
Particle Collisions: 78 Wall collisions: 114
Particle 2474: 5940.08245756 6959.18091938 4242.26084460 -839.05389549
Particle Collisions: 90 Wall collisions: 118
Particle 2475: 17300.52175252 500.32411112 -2824.11496182 4525.79486255
Particle Collisions: 77 Wall collisions: 114
Particle 2476: 15422.14840208 5291.74925440 -2411.32961020 -1810.75323081
Particle Collisions: 67 Wall collisions: 105
Particle 2477: 2185.58799115 18136.35860533 -3288.77466238 -2827.48213326
Particle Collisions: 81 Wall collisions: 124
Particle 2478: 16039.37371321 3559.97015512 5340.98404004 -1280.02298817
Particle Collisions: 100 Wall collisions: 118
Particle 2479: 11074.96836555 1403.61882902 2997.18027005 1686.69322769
Particle Collisions: 96 Wall collisions: 110
Particle 2480: 742.89030185 9798.79663030 -784.25802944 633.92294892
Particle Collisions: 89 Wall collisions: 120
Particle 2481: 3827.55614903 3085.00078738 4147.04051677 -2459.66187546
Particle Collisions: 88 Wall collisions: 110
Particle 2482: 18875.17523099 2353.17770614 -885.39231790 -4491.59542340
Particle Collisions: 90 Wall collisions: 104
Particle 2483: 15457.95620303 19960.84616335 -2223.20463333 4141.23723181
Particle Collisions: 85 Wall collisions: 114
Particle 2484: 1233.34680799 15679.69754165 3661.55023325 1295.33041350
Particle Collisions: 75 Wall collisions: 129
Particle 2485: 11931.50305132 14700.11173009 -1038.59539536 -3962.66556852
Particle Collisions: 85 Wall collisions: 121
Particle 2486: 6776.77620256 14334.34852895 -3492.73743650 4114.68040511
Particle Collisions: 86 Wall collisions: 106
Particle 2487: 15163.30643876 1425.68902301 -2099.68313987 3945.65154970
Particle Collisions: 72 Wall collisions: 107
Particle 2488: 19442.89576093 1698.83503355 1461.76551485 3366.70063828
Particle Collisions: 77 Wall collisions: 121
Particle 2489: 17310.31056926 6632.44878845 -1289.08689902 -3595.08639803
Particle Collisions: 88 Wall collisions: 130
Particle 2490: 16128.61481813 18879.37382590 1009.15666131 -2891.70924639
Particle Collisions: 84 Wall collisions: 118
Particle 2491: 8379.27721598 13494.63860566 -3588.30174964 5035.82990625
Particle Collisions: 100 Wall collisions: 110
Particle 2492: 1472.99728899 6278.29346377 1597.44909295 854.90684567
Particle Collisions: 111 Wall collisions: 108
Particle 2493: 11124.47891308 12717.20524589 -854.72186027 -1935.99615866
Particle Collisions: 80 Wall collisions: 119
Particle 2494: 687.27968225 15717.92481446 -3551.60843073 1594.26186629
Particle Collisions: 76 Wall collisions: 113
Particle 2495: 6016.60333829 10115.92163232 2993.22893572 -4941.53918384
Particle Collisions: 88 Wall collisions: 123
Particle 2496: 2954.69691083 9219.52560432 -1388.77423282 135.10217018
Particle Collisions: 84 Wall collisions: 121
Particle 2497: 9598.48539134 2132.33717757 -4214.24534436 -2552.38040320
Particle Collisions: 88 Wall collisions: 117
Particle 2498: 18499.97140377 15747.50614708 -842.66607017 3063.33455129
Particle Collisions: 73 Wall collisions: 109
Particle 2499: 9016.77959042 186.58729443 678.05810301 1599.46506762
Particle Collisions: 73 Wall collisions: 118
Particle 2500: 9611.80071992 3084.08767967 1109.09859072 -4510.37266497
Particle Collisions: 87 Wall collisions: 114
Particle 2501: 10270.29363367 6776.00741552 -2550.90632823 -5228.55939531
Particle Collisions: 91 Wall collisions: 108
Particle 2502: 10001.40906104 1385.92107177 1110.44136151 3474.55342717
Particle Collisions: 111 Wall collisions: 99
Particle 2503: 10191.70197263 5241.85061450 -4237.28705462 903.37835753
Particle Collisions: 76 Wall collisions: 105
Particle 2504: 16674.39872403 10625.40611845 -967.52021244 3882.01963216
Particle Collisions: 90 Wall collisions: 100
Particle 2505: 12741.40989545 3383.86857601 -4141.20204771 -1718.15650704
Particle Collisions: 98 Wall collisions: 113
Particle 2506: 8719.06027464 495.05058868 -360.13764839 2599.59673216
Particle Collisions: 86 Wall collisions: 121
Particle 2507: 5225.36647336 13850.72939553 -738.36498410 4167.26951540
Particle Collisions: 78 Wall collisions: 130
Particle 2508: 17157.02720587 19197.04476720 1353.29684070 -4117.07152465
Particle Collisions: 103 Wall collisions: 106
Particle 2509: 10871.58424079 6040.60677652 -1321.58045366 3486.59962234
Particle Collisions: 94 Wall collisions: 109
Particle 2510: 19260.46721167 7838.75804864 -1737.89424423 997.28441227
Particle Collisions: 84 Wall collisions: 125
Particle 2511: 6400.55610924 19182.30314031 4379.98184057 -2523.06820196
Particle Collisions: 99 Wall collisions: 121
Particle 2512: 13477.15849237 11734.86389086 3347.41584924 4858.17879464
Particle Collisions: 91 Wall collisions: 121
Particle 2513: 7181.67457906 4416.28827161 4158.17774688 4839.36117436
Particle Collisions: 97 Wall collisions: 108
Particle 2514: 6203.39585371 1908.66314888 4562.53032478 2288.02310888
Particle Collisions: 90 Wall collisions: 116
Particle 2515: 11176.66161468 3105.97119866 2532.01375659 4558.40862063
Particle Collisions: 94 Wall collisions: 116
Particle 2516: 10577.04330028 13983.13540616 -2178.29917408 -1945.49839974
Particle Collisions: 77 Wall collisions: 126
Particle 2517: 14483.01600213 16198.79719870 1852.05695744 846.78297435
Particle Collisions: 90 Wall collisions: 99
Particle 2518: 8040.31652908 9165.45452813 4672.88608818 -4541.19622201
Particle Collisions: 84 Wall collisions: 114
Particle 2519: 8204.14822443 19732.08551403 -1547.63823594 -3544.75967565
Particle Collisions: 70 Wall collisions: 120
Particle 2520: 5148.57080427 12437.60834443 993.65700507 892.61520376
Particle Collisions: 91 Wall collisions: 109
Particle 2521: 17403.03393581 8405.17598616 -4039.40812068 -1308.49332368
Particle Collisions: 90 Wall collisions: 112
Particle 2522: 6865.84545398 10500.34700963 -1211.58913679 2344.25338330
Particle Collisions: 98 Wall collisions: 109
Particle 2523: 10968.38005828 3107.97828001 3477.47104584 1505.97575986
Particle Collisions: 81 Wall collisions: 132
Particle 2524: 18647.41587625 13173.47761646 -3222.02087164 -3929.38446088
Particle Collisions: 81 Wall collisions: 99
Particle 2525: 9608.90994860 8259.31125342 4185.88950605 -2436.90035981
Particle Collisions: 107 Wall collisions: 111
Particle 2526: 9876.47604500 6057.01103923 -1114.58931350 -2292.38954930
Particle Collisions: 80 Wall collisions: 109
Particle 2527: 9410.77990887 329.45603408 1636.92541378 -1887.10877314
Particle Collisions: 74 Wall collisions: 126
Particle 2528: 10361.38463292 490.98619142 1149.58599989 3833.04834893
Particle Collisions: 97 Wall collisions: 112
Particle 2529: 6804.17741488 4854.80460386 -4463.60313807 1426.98360139
Particle Collisions: 103 Wall collisions: 124
Particle 2530: 6943.64684910 7480.59077138 -1046.11011650 1971.94824868
Particle Collisions: 73 Wall collisions: 111
Particle 2531: 4437.43016178 4305.87472424 4521.91223045 3277.00281433
Particle Collisions: 105 Wall collisions: 110
Particle 2532: 2683.74774314 18842.40917122 1250.20995289 -4793.78303604
Particle Collisions: 98 Wall collisions: 119
Particle 2533: 3465.18779051 3600.60784697 2792.32207570 983.63652260
Particle Collisions: 77 Wall collisions: 104
Particle 2534: 7423.62875257 15413.69965017 -3436.95301908 -3313.51996299
Particle Collisions: 76 Wall collisions: 127
Particle 2535: 18511.68135626 19999.00000000 -2661.48284114 3465.61600878
Particle Collisions: 86 Wall collisions: 118
Particle 2536: 8561.78382939 7685.68414971 -1220.18092682 3842.34207486
Particle Collisions: 76 Wall collisions: 119
Particle 2537: 10245.69078793 12953.90470624 -3016.05043362 -2531.45333515
Particle Collisions: 79 Wall collisions: 117
Particle 2538: 2830.76281818 3107.83342867 2985.48342329 -2263.93609029
Particle Collisions: 84 Wall collisions: 110
Particle 2539: 9588.38248955 16759.41396228 -2397.77975361 3079.99559242
Particle Collisions: 100 Wall collisions: 120
Particle 2540: 11310.47770167 11404.96092091 -4580.79187276 -2322.59602050
Particle Collisions: 83 Wall collisions: 101
Particle 2541: 12469.78601439 8388.66991233 4343.75920095 901.06379012
Particle Collisions: 92 Wall collisions: 96
Particle 2542: 9364.03247855 14148.33163881 4429.79477279 -4744.60777674
Particle Collisions: 96 Wall collisions: 132
Particle 2543: 8365.72065027 13512.98646911 -3838.20010793 -3354.39546597
Particle Collisions: 77 Wall collisions: 109
Particle 2544: 9767.44984816 17647.09808427 2253.18940626 1306.61384312
Particle Collisions: 92 Wall collisions: 101
Particle 2545: 7856.80371263 3807.05715514 -2709.16368934 2106.23264427
Particle Collisions: 78 Wall collisions: 115
Particle 2546: 12171.55391723 17933.42558070 -3913.72304138 4669.89328742
Particle Collisions: 88 Wall collisions: 122
Particle 2547: 7552.84979646 16900.12108822 4670.11123992 4708.54554201
Particle Collisions: 92 Wall collisions: 108
Particle 2548: 672.18107219 6352.09652047 861.11936989 -826.75370448
Particle Collisions: 95 Wall collisions: 104
Particle 2549: 19721.08248430 10670.11461529 3021.84153368 -934.26554436
Particle Collisions: 92 Wall collisions: 92
Particle 2550: 4668.90829160 18563.01428166 3648.20640609 -3682.36974990
Particle Collisions: 95 Wall collisions: 137
Particle 2551: 353.46131513 11338.52203897 3012.10076141 2441.63196690
Particle Collisions: 69 Wall collisions: 117
Particle 2552: 7788.95290462 7170.70048269 1172.89237050 2863.36493823
Particle Collisions: 96 Wall collisions: 109
Particle 2553: 13380.66224344 12674.48300340 2923.04008613 -1121.72958260
Particle Collisions: 85 Wall collisions: 123
Particle 2554: 7836.43049352 11582.35000642 -2374.38649232 -1659.49975315
Particle Collisions: 98 Wall collisions: 103
Particle 2555: 1679.17462158 17340.48558795 3304.33050818 705.26051977
Particle Collisions: 92 Wall collisions: 104
Particle 2556: 17170.42583050 11973.45197432 442.77874627 -3423.79611496
Particle Collisions: 83 Wall collisions: 109
Particle 2557: 17491.47909970 19507.55825456 2850.73064606 3267.74251381
Particle Collisions: 92 Wall collisions: 104
Particle 2558: 7466.22300316 419.97213079 -4401.78555152 -4710.11587015
Particle Collisions: 89 Wall collisions: 109
Particle 2559: 4129.85167060 17461.96078011 3765.09325087 5739.67602567
Particle Collisions: 84 Wall collisions: 108
Particle 2560: 16673.17737531 8299.32938627 -3725.50219782 1810.83324118
Particle Collisions: 98 Wall collisions: 96
Particle 2561: 17235.55658361 10425.84995558 -3919.56173380 4455.30560769
Particle Collisions: 86 Wall collisions: 114
Particle 2562: 13662.92582428 10050.73342028 -1877.63128162 -2304.58524641
Particle Collisions: 92 Wall collisions: 111
Particle 2563: 757.51495825 10303.57391181 -3676.59023973 2835.25984852
Particle Collisions: 82 Wall collisions: 112
Particle 2564: 19694.85186104 16916.44292142 3716.40550491 2092.64020124
Particle Collisions: 88 Wall collisions: 104
Particle 2565: 18023.23482616 3415.22862397 -1273.53038686 -3655.29894053
Particle Collisions: 83 Wall collisions: 123
Particle 2566: 14135.27860259 14295.07607326 1675.49876312 -1720.71122736
Particle Collisions: 90 Wall collisions: 103
Particle 2567: 1.00000000 1451.39022385 -3271.76474829 2392.56047778
Particle Collisions: 83 Wall collisions: 101
Particle 2568: 16700.10266633 2479.11410977 -1453.18860333 -5049.42650531
Particle Collisions: 65 Wall collisions: 109
Particle 2569: 10403.19562343 7020.61101382 -897.41698744 -4663.06555145
Particle Collisions: 92 Wall collisions: 113
Particle 2570: 8724.19038832 16701.80712230 4171.17415835 3740.02748974
Particle Collisions: 72 Wall collisions: 125
Particle 2571: 16746.84695978 3422.95309992 -3162.21965935 1463.67660557
Particle Collisions: 97 Wall collisions: 105
Particle 2572: 10986.97193795 1508.17060465 -2545.83233180 -2235.01333878
Particle Collisions: 100 Wall collisions: 110
Particle 2573: 15113.18879839 12189.86650562 4677.16616156 -1437.90576431
Particle Collisions: 102 Wall collisions: 103
Particle 2574: 17192.27731985 1437.52778835 1044.45840375 -3226.74374766
Particle Collisions: 81 Wall collisions: 140
Particle 2575: 7946.24169891 1555.05489910 1191.37473425 -2870.21038011
Particle Collisions: 76 Wall collisions: 110
Particle 2576: 186.29038311 11866.40519456 -3314.72793314 2820.98044604
Particle Collisions: 79 Wall collisions: 108
Particle 2577: 8294.26641997 2098.62311479 2922.62373791 -3159.59515430
Particle Collisions: 97 Wall collisions: 108
Particle 2578: 6462.04629879 5321.87661927 4230.93134271 1419.90826420
Particle Collisions: 95 Wall collisions: 102
Particle 2579: 18467.53219135 9831.26293630 -2497.78873265 1456.15612125
Particle Collisions: 95 Wall collisions: 110
Particle 2580: 18196.87863850 13892.00758495 2730.82274104 4678.94129587
Particle Collisions: 84 Wall collisions: 120
Particle 2581: 3188.31795468 16920.74280944 1751.10952998 4002.50892829
Particle Collisions: 105 Wall collisions: 118
Particle 2582: 6111.68121946 19544.98926272 -1780.06810294 4432.82236092
Particle Collisions: 62 Wall collisions: 121
Particle 2583: 15730.83958610 5193.98518703 5006.93595367 4707.30619459
Particle Collisions: 96 Wall collisions: 124
Particle 2584: 19884.61643478 10308.43743827 -1573.58935169 -1376.92864920
Particle Collisions: 73 Wall collisions: 116
Particle 2585: 5672.32432927 16791.64958436 3565.39754767 1891.26341333
Particle Collisions: 82 Wall collisions: 107
Particle 2586: 18219.72123865 1359.08376953 -1327.27533857 493.38406618
Particle Collisions: 102 Wall collisions: 116
Particle 2587: 18724.03543140 6930.92180434 -3185.86485837 4429.13076355
Particle Collisions: 92 Wall collisions: 115
Particle 2588: 9695.52670589 1498.22069852 3525.20870837 -1398.73180010
Particle Collisions: 94 Wall collisions: 122
Particle 2589: 10706.46040402 15517.61838380 -3678.56953630 -1716.83920674
Particle Collisions: 80 Wall collisions: 127
Particle 2590: 12732.02541637 1.00000000 -1661.09774332 -3833.83625574
Particle Collisions: 94 Wall collisions: 121
Particle 2591: 18670.96078479 10393.38228433 -3191.95341436 2822.88387122
Particle Collisions: 103 Wall collisions: 106
Particle 2592: 16813.08043108 15744.94228164 -466.40832240 -3586.26916146
Particle Collisions: 89 Wall collisions: 112
Particle 2593: 13610.48371702 10416.65618179 -2985.45962464 79.71392625
Particle Collisions: 91 Wall collisions: 119
Particle 2594: 12962.97960651 6052.32695365 1104.92252069 -2078.39191676
Particle Collisions: 86 Wall collisions: 131
Particle 2595: 8370.04022699 6516.23972383 -3731.70845275 2171.74657461
Particle Collisions: 75 Wall collisions: 121
Particle 2596: 1142.46287930 4283.92254836 -4714.13428017 -3631.48952396
Particle Collisions: 82 Wall collisions: 124
Particle 2597: 614.22726459 14460.92523041 -774.29221850 -4289.43442624
Particle Collisions: 82 Wall collisions: 126
Particle 2598: 1.00000000 1052.94400350 -3499.42298716 3221.70871549
Particle Collisions: 80 Wall collisions: 111
Particle 2599: 17195.16166667 19955.38494797 -3732.11429941 3328.50857608
Particle Collisions: 86 Wall collisions: 116
Particle 2600: 18222.76458775 1458.87172660 2501.46219139 -1057.43104833
Particle Collisions: 84 Wall collisions: 113
Particle 2601: 12206.65432943 2577.94414971 -845.97726371 -4448.54467737
